method,route,controller,handler,module,scope classification,project resolution source,resource ownership lookup,guard/decorator,service-level assertion,investor restriction,company restriction,test coverage,status
POST,send,notifications.controller,send,notifications,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,schedule,notifications.controller,schedule,notifications,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,scheduled,notifications.controller,listScheduled,notifications,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,scheduled/process,notifications.controller,processScheduled,notifications,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,templates,notifications.controller,listTemplates,notifications,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
PUT,templates,notifications.controller,upsertTemplate,notifications,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,delivery-logs,notifications.controller,listDeliveryLogs,notifications,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,delivery-logs/:id/retry,notifications.controller,retry,notifications,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,generate,payment-schedules.controller,generate,payment-schedules,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,payment-schedules.controller,list,payment-schedules,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,overdue,payment-schedules.controller,listOverdue,payment-schedules,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,jobs/mark-overdue,payment-schedules.controller,markOverdue,payment-schedules,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,payment-schedules.controller,getById,payment-schedules,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit-approval,payment-schedules.controller,submitForApproval,payment-schedules,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/approve,payment-schedules.controller,approve,payment-schedules,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/reject,payment-schedules.controller,reject,payment-schedules,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/revise,payment-schedules.controller,revise,payment-schedules,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/mark-due,payment-schedules.controller,markDue,payment-schedules,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/demands,payment-schedules.controller,generateDemand,payment-schedules,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,petty-cash-fund-transfers.controller,create,petty-cash-fund-transfers,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,petty-cash-fund-transfers.controller,list,petty-cash-fund-transfers,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,request/:requestId/balance,petty-cash-fund-transfers.controller,getApprovedRequestBalance,petty-cash-fund-transfers,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,petty-cash-fund-transfers.controller,getById,petty-cash-fund-transfers,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,petty-cash-fund-transfers.controller,update,petty-cash-fund-transfers,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/verify,petty-cash-fund-transfers.controller,verify,petty-cash-fund-transfers,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/post,petty-cash-fund-transfers.controller,post,petty-cash-fund-transfers,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/cancel,petty-cash-fund-transfers.controller,cancel,petty-cash-fund-transfers,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,petty-cash-requirements.controller,create,petty-cash-requirements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,petty-cash-requirements.controller,list,petty-cash-requirements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,petty-cash-requirements.controller,getById,petty-cash-requirements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,petty-cash-requirements.controller,update,petty-cash-requirements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit,petty-cash-requirements.controller,submit,petty-cash-requirements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/project-manager-approve,petty-cash-requirements.controller,pmApprove,petty-cash-requirements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/finance-approve,petty-cash-requirements.controller,financeApprove,petty-cash-requirements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/reject,petty-cash-requirements.controller,reject,petty-cash-requirements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/return,petty-cash-requirements.controller,returnForCorrection,petty-cash-requirements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/fund,petty-cash-requirements.controller,fund,petty-cash-requirements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/close,petty-cash-requirements.controller,close,petty-cash-requirements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/cancel,petty-cash-requirements.controller,cancel,petty-cash-requirements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,me,project-access.controller,myAccess,project-access,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,assignments,project-access.controller,list,project-access,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,assignments/:id,project-access.controller,getById,project-access,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,assignments,project-access.controller,create,project-access,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
PATCH,assignments/:id,project-access.controller,update,project-access,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,assignments/:id/activate,project-access.controller,activate,project-access,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,assignments/:id/deactivate,project-access.controller,deactivate,project-access,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,unauthorized-attempts,project-access.controller,listUnauthorized,project-access,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,check/:projectId,project-access.controller,checkRead,project-access,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,check/:projectId/create,project-access.controller,checkCreate,project-access,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,check/:projectId/update,project-access.controller,checkUpdate,project-access,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,check/:projectId/approve,project-access.controller,checkApprove,project-access,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,project-commitments.controller,create,project-commitments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,project-commitments.controller,list,project-commitments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,summary,project-commitments.controller,summary,project-commitments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,by-number/:commitmentNumber/history,project-commitments.controller,history,project-commitments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,project-commitments.controller,getById,project-commitments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit,project-commitments.controller,submit,project-commitments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/approve,project-commitments.controller,approve,project-commitments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/amend,project-commitments.controller,amend,project-commitments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/cancel,project-commitments.controller,cancel,project-commitments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/receipts,project-commitments.controller,recordReceipt,project-commitments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,project-dashboard.controller,getDashboard,project-dashboard,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,project-participants.controller,create,project-participants,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,project-participants.controller,listActive,project-participants,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,history,project-participants.controller,listHistory,project-participants,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,configuration,project-participants.controller,getConfiguration,project-participants,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,finalize,project-participants.controller,finalize,project-participants,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,unfinalize,project-participants.controller,unfinalize,project-participants,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:recordId,project-participants.controller,getById,project-participants,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:recordId,project-participants.controller,updateDraft,project-participants,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:recordId/versions,project-participants.controller,createVersion,project-participants,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:recordId/submit,project-participants.controller,submit,project-participants,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:recordId/approve,project-participants.controller,approve,project-participants,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:recordId/reject,project-participants.controller,reject,project-participants,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:recordId/documents,project-participants.controller,uploadDocument,project-participants,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:recordId/documents,project-participants.controller,listDocuments,project-participants,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,projects.controller,create,projects,global,n/a,yes,global,partial-or-yes,n/a,project-assignment-boundary,scope-static,classified
GET,,projects.controller,list,projects,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,projects.controller,getById,projects,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,projects.controller,update,projects,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/project-manager,projects.controller,assignManager,projects,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/directors,projects.controller,assignDirectors,projects,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/status,projects.controller,updateStatus,projects,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/documents,projects.controller,uploadDocument,projects,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id/documents,projects.controller,listDocuments,projects,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,purchase-orders.controller,create,purchase-orders,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,purchase-orders.controller,list,purchase-orders,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id/balance,purchase-orders.controller,getBalance,purchase-orders,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,purchase-orders.controller,getById,purchase-orders,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,purchase-orders.controller,update,purchase-orders,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit-approval,purchase-orders.controller,submitForApproval,purchase-orders,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/approve,purchase-orders.controller,approve,purchase-orders,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/reject,purchase-orders.controller,reject,purchase-orders,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/revise,purchase-orders.controller,revise,purchase-orders,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/receive,purchase-orders.controller,receive,purchase-orders,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/close,purchase-orders.controller,close,purchase-orders,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/cancel,purchase-orders.controller,cancel,purchase-orders,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/export-pdf,purchase-orders.controller,exportPdf,purchase-orders,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,purchase-requests.controller,create,purchase-requests,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,purchase-requests.controller,list,purchase-requests,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,purchase-requests.controller,getById,purchase-requests,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,purchase-requests.controller,update,purchase-requests,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit,purchase-requests.controller,submit,purchase-requests,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/review,purchase-requests.controller,review,purchase-requests,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/approve,purchase-requests.controller,approve,purchase-requests,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/reject,purchase-requests.controller,reject,purchase-requests,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/return,purchase-requests.controller,returnForCorrection,purchase-requests,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/start-sourcing,purchase-requests.controller,startSourcing,purchase-requests,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/close,purchase-requests.controller,close,purchase-requests,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/cancel,purchase-requests.controller,cancel,purchase-requests,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,quality-inspections,quality-inspections.controller,create,quality-inspections,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,quality-inspections,quality-inspections.controller,list,quality-inspections,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,quality-inspections/:id,quality-inspections.controller,getById,quality-inspections,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,quality-inspections/:id,quality-inspections.controller,update,quality-inspections,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,quality-inspections/:id/complete,quality-inspections.controller,complete,quality-inspections,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,quality-inspections/:id/cancel,quality-inspections.controller,cancel,quality-inspections,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,vendors/:vendorId/quality-score,quality-inspections.controller,getVendorQualityScore,quality-inspections,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,generate,quotation-comparisons.controller,generate,quotation-comparisons,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,quotation-comparisons.controller,list,quotation-comparisons,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,quotation-comparisons.controller,getById,quotation-comparisons,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/recommend,quotation-comparisons.controller,recommend,quotation-comparisons,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit-approval,quotation-comparisons.controller,submitForApproval,quotation-comparisons,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/export-pdf,quotation-comparisons.controller,exportPdf,quotation-comparisons,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/cancel,quotation-comparisons.controller,cancel,quotation-comparisons,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,permissions,rbac.controller,listPermissions,rbac,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,me/permissions,rbac.controller,myPermissions,rbac,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,roles,rbac.controller,listRoles,rbac,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,roles/:id,rbac.controller,getRole,rbac,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,roles,rbac.controller,createRole,rbac,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
PATCH,roles/:id,rbac.controller,updateRole,rbac,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,roles/:id/permissions,rbac.controller,assignPermissions,rbac,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,roles/:id/clone,rbac.controller,cloneRole,rbac,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,roles/:id/activate,rbac.controller,activateRole,rbac,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,roles/:id/deactivate,rbac.controller,deactivateRole,rbac,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,users/:userId/roles,rbac.controller,assignRolesToUser,rbac,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,,signed-payment-vouchers.controller,create,signed-payment-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,signed-payment-vouchers.controller,list,signed-payment-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,signed-payment-vouchers.controller,getById,signed-payment-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,signed-payment-vouchers.controller,update,signed-payment-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/signatures,signed-payment-vouchers.controller,attachSignatures,signed-payment-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit,signed-payment-vouchers.controller,submit,signed-payment-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/approve,signed-payment-vouchers.controller,approve,signed-payment-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/post,signed-payment-vouchers.controller,post,signed-payment-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/reverse,signed-payment-vouchers.controller,reverse,signed-payment-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/cancel,signed-payment-vouchers.controller,cancel,signed-payment-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,site-expense-vouchers.controller,create,site-expense-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,site-expense-vouchers.controller,list,site-expense-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,site-expense-vouchers.controller,getById,site-expense-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,site-expense-vouchers.controller,update,site-expense-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit,site-expense-vouchers.controller,submit,site-expense-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/verify,site-expense-vouchers.controller,verify,site-expense-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/approve,site-expense-vouchers.controller,approve,site-expense-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/post,site-expense-vouchers.controller,post,site-expense-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/reject,site-expense-vouchers.controller,reject,site-expense-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/return,site-expense-vouchers.controller,returnForCorrection,site-expense-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/cancel,site-expense-vouchers.controller,cancel,site-expense-vouchers,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,stock-counts.controller,create,stock-counts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,stock-counts.controller,list,stock-counts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,stock-counts.controller,getById,stock-counts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,stock-counts.controller,update,stock-counts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit,stock-counts.controller,submit,stock-counts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/review,stock-counts.controller,review,stock-counts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/approve,stock-counts.controller,approve,stock-counts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/post,stock-counts.controller,post,stock-counts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/cancel,stock-counts.controller,cancel,stock-counts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,stock-ledger.controller,post,stock-ledger,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/reverse,stock-ledger.controller,reverse,stock-ledger,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,balance,stock-ledger.controller,getBalance,stock-ledger,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,stock-ledger.controller,list,stock-ledger,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,stock-ledger.controller,getById,stock-ledger,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,forecast,stock-reorder.controller,getForecast,stock-reorder,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,alerts,stock-reorder.controller,listAlerts,stock-reorder,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,evaluate,stock-reorder.controller,evaluate,stock-reorder,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,units.controller,create,units,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,units.controller,list,units,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,units.controller,getById,units,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,units.controller,update,units,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/status,units.controller,changeStatus,units,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
DELETE,:id,units.controller,remove,units,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
